"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","44781","User purchases two products and logs out","","Wed Dec 18 19:04:09 IST 2024","passed","Wed Dec 18 19:04:54 IST 2024","","User purchases products on SwagLab eCommerce application","User purchases two products and logs out",""
